SKU,Medication Name,Category,Strength,Dosage Form,Brand Name,Purchase Price (₦),Selling Price (₦),Current Stock,Reorder Level,Batch Number,Supplier,Warehouse Location,Expiry Date
SKU00933,Carbimazole,Antifungal,200mg,Cream,Swiss Pharma,4138,5230.1,824,64,BT171572,Drugfield Pharmaceuticals,A1,2030-03-06
SKU00934,Ethambutol,Antibiotic,625mg,Tablet,Fidson,121,177.57,431,85,BT967495,Fidson Healthcare,C3,2029-04-13
SKU00935,Erythromycin,Antibiotic,1g,Injection,Neimeth,16117,21850.81,536,82,BT524201,Emzor Pharmaceuticals,B1,2028-12-16
SKU00936,Tadalafil,General Medicine,10mg,Capsule,Emzor,10325,14108.84,7,76,BT177220,May & Baker Nigeria,D1,2027-10-15
SKU00937,Insulin Regular,Antidiabetic,500mg,Tablet,Fidson,14210,19631.24,583,39,BT622069,Emzor Pharmaceuticals,C3,2028-05-09
SKU00938,Aspirin,General Medicine,10mg,Capsule,GSK,11907,16405.41,473,97,BT737447,Drugfield Pharmaceuticals,B1,2026-11-16
SKU00939,Diltiazem,Antihypertensive,2.5mg,Tablet,Emzor,14851,22008.84,359,64,BT273235,Drugfield Pharmaceuticals,D2,2030-02-20
SKU00940,Atenolol,Antihypertensive,50mg,Tablet,Fidson,15763,22510.05,957,88,BT290217,Emzor Pharmaceuticals,A1,2027-02-13
SKU00941,Flucloxacillin,Antibiotic,500mg,Tablet,Evans,17949,28448.59,464,100,BT670398,May & Baker Nigeria,A1,2026-11-17
SKU00942,Heparin,Anticoagulant,40mg,Injection,Pfizer,16349,20260.2,768,36,BT370061,May & Baker Nigeria,D2,2027-05-11
SKU00943,Vitamin B Complex,General Medicine,5mg,Capsule,Neimeth,4375,6858.71,632,43,BT627292,Drugfield Pharmaceuticals,C1,2029-11-03
SKU00944,Tinidazole,Antifungal,100mg,Tablet,Neimeth,17225,20681.25,965,71,BT407041,Evans Medical,B1,2027-10-16
SKU00945,Chloroquine,Antimalarial,200mg,Tablet,Swiss Pharma,11606,16479.03,344,38,BT698017,Emzor Pharmaceuticals,A3,2028-05-06
SKU00946,Pioglitazone,Antidiabetic,25mg,Tablet,Juhel,5883,8170.93,647,99,BT901344,May & Baker Nigeria,C2,2028-08-02
SKU00947,Pilocarpine,General Medicine,10mg,Tablet,Fidson,10813,16190.38,972,54,BT206219,Emzor Pharmaceuticals,B2,2027-05-11
SKU00948,Potassium Chloride,General Medicine,50mg,Capsule,GSK,15152,18119.06,441,43,BT932252,Evans Medical,C1,2029-10-13
SKU00949,Enoxaparin,Anticoagulant,40mg,Tablet,Juhel,619,767.14,43,66,BT826120,Drugfield Pharmaceuticals,A2,2028-07-31
SKU00950,Cefixime,Antibiotic,625mg,Capsule,Fidson,10568,13563.96,403,55,BT265674,Evans Medical,D1,2029-06-10
SKU00951,Risperidone,Psychiatric,100mg,Tablet,Pfizer,10399,12119.89,67,72,BT612702,Drugfield Pharmaceuticals,D2,2029-03-28
SKU00952,Pilocarpine,General Medicine,5mg,Capsule,Pfizer,16688,24440.06,65,49,BT446239,Fidson Healthcare,A2,2028-01-23
SKU00953,Magnesium Sulphate,General Medicine,100mg,Tablet,Pfizer,1398,2092.04,194,29,BT856973,Evans Medical,C3,2029-09-23
SKU00954,Esomeprazole,Antifungal,500mg,Tablet,GSK,11224,17584.28,238,96,BT486777,May & Baker Nigeria,B3,2027-07-21
SKU00955,Haloperidol,Psychiatric,5mg,Tablet,GSK,6804,8781.58,187,83,BT568941,Emzor Pharmaceuticals,B1,2028-03-08
SKU00956,Cyclosporine,General Medicine,25mg,Capsule,Juhel,17513,24264.39,723,91,BT329230,Evans Medical,C3,2027-09-29
SKU00957,Dorzolamide,General Medicine,5mg,Tablet,Evans,19043,22295.87,763,58,BT453015,Swiss Pharma Nigeria,C3,2027-01-13
SKU00958,Dabigatran,Anticoagulant,5mg,Injection,Fidson,12064,15084.11,805,95,BT964037,Emzor Pharmaceuticals,D2,2027-08-13
SKU00959,Gentamicin,General Medicine,100mg,Capsule,Fidson,14713,22933.13,294,21,BT513722,Evans Medical,C2,2028-12-23
SKU00960,Erythromycin,Antibiotic,250mg,Capsule,May & Baker,6177,7621.81,218,23,BT263607,Drugfield Pharmaceuticals,D1,2027-05-07
SKU00961,Budesonide,Respiratory,2mg,Tablet,Fidson,13465,19894.5,119,79,BT457809,Drugfield Pharmaceuticals,B2,2027-10-18
SKU00962,Lumefantrine,Antimalarial,100mg,Injection,Fidson,14103,16269.92,642,99,BT197670,Evans Medical,C2,2030-07-07
SKU00963,Paracetamol,Analgesic,650mg,Syrup,Pfizer,929,1374.4,179,71,BT130727,Emzor Pharmaceuticals,B3,2028-11-01
SKU00964,Lorazepam,Psychiatric,100mg,Tablet,Emzor,5868,7958.52,533,58,BT957673,May & Baker Nigeria,C3,2030-06-14
SKU00965,Paracetamol,Analgesic,1000mg,Syrup,Fidson,12746,15409.05,19,97,BT810783,Emzor Pharmaceuticals,D3,2027-10-05
SKU00966,Ketoconazole,Antifungal,150mg,Tablet,Drugfield,6622,8896.58,349,29,BT927503,Evans Medical,B2,2028-04-23
SKU00967,Pramipexole,General Medicine,5mg,Tablet,Neimeth,4105,4852.25,949,87,BT372556,May & Baker Nigeria,D3,2027-01-16
SKU00968,Enoxaparin,Anticoagulant,40mg,Injection,Fidson,2900,4224.25,493,64,BT212036,May & Baker Nigeria,D3,2029-04-25
SKU00969,Atenolol,Antihypertensive,2.5mg,Tablet,Fidson,11639,14191.91,590,78,BT698881,Evans Medical,B1,2028-09-26
SKU00970,Ramipril,Antihypertensive,5mg,Tablet,GSK,8766,10980.63,79,46,BT118664,May & Baker Nigeria,D3,2028-04-08
SKU00971,Citalopram,Psychiatric,25mg,Tablet,Swiss Pharma,10137,15957.4,376,30,BT137928,Evans Medical,B2,2027-10-01
SKU00972,Dabigatran,Anticoagulant,40mg,Injection,Swiss Pharma,11887,13951.5,317,28,BT132494,Emzor Pharmaceuticals,A3,2029-04-14
SKU00973,Duloxetine,Psychiatric,50mg,Tablet,Drugfield,974,1443.51,241,96,BT438617,Drugfield Pharmaceuticals,A2,2029-11-26
SKU00974,Risperidone,Psychiatric,50mg,Tablet,GSK,11050,14788.84,263,28,BT344895,Emzor Pharmaceuticals,D2,2029-04-03
SKU00975,Insulin Regular,Antidiabetic,850mg,Tablet,Fidson,8794,11586.96,695,26,BT474717,Drugfield Pharmaceuticals,B1,2029-01-15
SKU00976,Brimonidine,General Medicine,25mg,Tablet,Pfizer,17444,20211.77,314,61,BT141196,May & Baker Nigeria,C3,2028-11-28
SKU00977,Budesonide,Respiratory,4mg,Inhaler,GSK,11347,13838.56,778,86,BT186495,Emzor Pharmaceuticals,A1,2027-07-12
SKU00978,Haloperidol,Psychiatric,25mg,Tablet,Evans,600,945.59,484,100,BT225796,Evans Medical,A2,2028-06-09
SKU00979,Sertraline,Psychiatric,25mg,Tablet,May & Baker,19042,26253.34,142,21,BT658839,Evans Medical,C1,2029-08-16
SKU00980,Ketoconazole,Antifungal,100mg,Capsule,May & Baker,16494,24913.91,363,83,BT738210,May & Baker Nigeria,C1,2029-09-10
SKU00981,Carbimazole,Antifungal,150mg,Cream,Pfizer,7773,9083.16,275,40,BT805581,Evans Medical,A2,2028-04-05
SKU00982,Rivastigmine,General Medicine,100mg,Tablet,Evans,3111,3681.99,946,99,BT727741,Swiss Pharma Nigeria,A2,2027-04-06
SKU00983,Cefixime,Antibiotic,1g,Injection,GSK,13619,20598.19,733,94,BT965468,May & Baker Nigeria,C2,2027-08-08
SKU00984,Sulfasalazine,General Medicine,5mg,Tablet,May & Baker,7924,11274.3,347,89,BT119718,Evans Medical,B2,2028-07-23
SKU00985,Ceftriaxone,Antibiotic,500mg,Suspension,Swiss Pharma,15876,23466.94,306,96,BT554522,Drugfield Pharmaceuticals,A1,2027-11-12
SKU00986,Pantoprazole,Antifungal,200mg,Capsule,May & Baker,10975,13497.43,709,78,BT587699,Evans Medical,C2,2029-04-26
SKU00987,Betamethasone,Corticosteroid,40mg,Injection,Juhel,15126,19877.75,362,71,BT546200,Emzor Pharmaceuticals,D3,2029-08-12
SKU00988,Mebendazole,Antifungal,200mg,Tablet,Drugfield,4666,5810.47,130,26,BT181200,Emzor Pharmaceuticals,D3,2029-01-06
SKU00989,Empagliflozin,Antidiabetic,25mg,Injection,Juhel,1803,2776.73,182,99,BT495110,Fidson Healthcare,C2,2029-10-01
SKU00990,Simvastatin,Statin,80mg,Tablet,Neimeth,19989,25535.65,988,98,BT759116,Fidson Healthcare,A3,2030-02-26
SKU00991,Tramadol,Analgesic,650mg,Tablet,Drugfield,7918,11759.34,455,52,BT921397,Drugfield Pharmaceuticals,D1,2026-12-27
SKU00992,Empagliflozin,Antidiabetic,10mg,Tablet,Evans,4494,5529.66,341,63,BT298538,Evans Medical,A1,2029-09-25
SKU00993,Clonazepam,Psychiatric,25mg,Tablet,Pfizer,5736,7175.75,610,39,BT821547,Emzor Pharmaceuticals,D1,2030-06-06
SKU00994,Phenytoin,Antiepileptic,200mg,Tablet,Fidson,1997,3042.66,634,95,BT980732,Fidson Healthcare,B2,2027-11-13
SKU00995,Furosemide,Diuretic,100mg,Tablet,Juhel,7944,9871.23,756,54,BT702778,Emzor Pharmaceuticals,D2,2027-08-17
SKU00996,Colchicine,General Medicine,5mg,Tablet,Pfizer,17248,23622.64,58,57,BT773899,Emzor Pharmaceuticals,C1,2028-12-02
SKU00997,Pregabalin,Antiepileptic,100mg,Capsule,May & Baker,17130,27130.66,462,94,BT387563,May & Baker Nigeria,B1,2029-09-24
SKU00998,Donepezil,General Medicine,50mg,Capsule,GSK,14469,20484.62,39,29,BT139010,Evans Medical,B3,2028-11-09
SKU00999,Gabapentin,Antiepileptic,300mg,Capsule,Swiss Pharma,3760,6005.25,633,25,BT861059,Fidson Healthcare,D2,2029-06-18
SKU01000,Metformin,Antidiabetic,1000mg,Injection,GSK,10767,12805.84,282,28,BT799899,Drugfield Pharmaceuticals,C2,2030-06-07
SKU01001,Ferrous Sulphate,General Medicine,25mg,Tablet,Juhel,14147,18714.05,161,86,BT722009,May & Baker Nigeria,C3,2030-01-23
SKU01002,Brimonidine,General Medicine,100mg,Capsule,May & Baker,10225,15620.85,38,92,BT839552,May & Baker Nigeria,D1,2027-06-02
SKU01003,Calcium Carbonate,General Medicine,50mg,Tablet,Juhel,18254,25939.37,423,46,BT299421,May & Baker Nigeria,D2,2027-07-26
SKU01004,Methylprednisolone,Corticosteroid,4mg,Cream,Emzor,15802,20007.2,558,68,BT160904,Drugfield Pharmaceuticals,D1,2030-05-11
SKU01005,Azithromycin,Antibiotic,625mg,Suspension,Drugfield,10781,16744.79,873,80,BT625535,Emzor Pharmaceuticals,D2,2028-12-15
SKU01006,Prednisolone,Corticosteroid,40mg,Tablet,Pfizer,9647,12894.55,996,45,BT986476,Swiss Pharma Nigeria,B2,2028-08-15
SKU01007,Fexofenadine,Antihistamine,120mg,Syrup,Neimeth,17483,24493.28,447,81,BT151629,Emzor Pharmaceuticals,B2,2027-04-30
SKU01008,Metformin,Antidiabetic,1000mg,Tablet,Swiss Pharma,11715,17985.95,712,86,BT419316,Swiss Pharma Nigeria,B1,2029-07-24
SKU01009,Terbutaline,Respiratory,4mg,Tablet,Pfizer,18550,28066.16,125,50,BT603563,Emzor Pharmaceuticals,C1,2029-02-18
SKU01010,Metronidazole,Antifungal,150mg,Tablet,GSK,12551,15028.13,858,94,BT843043,Evans Medical,C3,2026-10-14
SKU01011,Latanoprost,General Medicine,50mg,Tablet,Swiss Pharma,16073,18779.23,728,81,BT775668,Swiss Pharma Nigeria,A3,2027-02-18
SKU01012,Tacrolimus,General Medicine,50mg,Capsule,Fidson,756,1169.93,625,22,BT217418,Fidson Healthcare,A3,2030-06-07
SKU01013,Praziquantel,General Medicine,50mg,Tablet,May & Baker,12811,14922.14,145,64,BT356610,May & Baker Nigeria,C2,2027-08-20
SKU01014,Ibuprofen,NSAID,100mg,Tablet,Swiss Pharma,14630,20044.1,224,26,BT266609,Drugfield Pharmaceuticals,B2,2028-11-02
SKU01015,Nystatin,Statin,20mg,Tablet,GSK,9270,11701.78,174,93,BT978874,Drugfield Pharmaceuticals,D2,2030-03-03
SKU01016,Paroxetine,Psychiatric,50mg,Tablet,Pfizer,2866,4195.42,340,84,BT489422,Swiss Pharma Nigeria,A2,2029-04-04
SKU01017,Fexofenadine,Antihistamine,4mg,Syrup,May & Baker,18047,28503.83,61,60,BT884691,Evans Medical,B3,2029-10-05
SKU01018,Dexamethasone,Corticosteroid,20mg,Injection,Neimeth,9647,12167.67,76,77,BT869306,Swiss Pharma Nigeria,A1,2028-03-29
SKU01019,Itraconazole,Antifungal,500mg,Capsule,Fidson,947,1256.38,843,94,BT767496,May & Baker Nigeria,B3,2030-02-06
SKU01020,Beclometasone,Respiratory,200mcg,Tablet,Emzor,14291,20011.95,321,52,BT327832,Drugfield Pharmaceuticals,D3,2028-09-28
SKU01021,Valacyclovir,Antiviral,400mg,Tablet,GSK,1083,1681.32,729,78,BT855277,May & Baker Nigeria,A3,2027-01-06
SKU01022,Acetazolamide,General Medicine,5mg,Tablet,Drugfield,19180,26621.57,417,79,BT223082,Evans Medical,B2,2027-11-22
SKU01023,Clopidogrel,Anticoagulant,40mg,Injection,Drugfield,18514,23160.25,307,99,BT271176,Drugfield Pharmaceuticals,C1,2027-11-11
SKU01024,Prednisolone,Corticosteroid,20mg,Cream,GSK,17101,26566.03,11,24,BT626814,Drugfield Pharmaceuticals,B2,2026-11-12
SKU01025,Quinine,Antimalarial,100mg,Tablet,Drugfield,17845,25347.82,409,89,BT195077,Swiss Pharma Nigeria,C2,2027-08-10
SKU01026,Beclometasone,Respiratory,200mcg,Nebule,Swiss Pharma,8175,9856.16,449,59,BT842494,May & Baker Nigeria,B3,2028-02-26
SKU01027,Telmisartan,Antihypertensive,2.5mg,Tablet,Juhel,15959,24836.47,700,53,BT629691,Fidson Healthcare,A3,2029-01-22
SKU01028,Clopidogrel,Anticoagulant,5mg,Injection,Juhel,2072,2928.59,669,50,BT383676,Evans Medical,D1,2029-01-05
SKU01029,Ciprofloxacin,Antibiotic,500mg,Capsule,Emzor,1972,2484.87,824,41,BT878875,Fidson Healthcare,B3,2030-02-02
SKU01030,Warfarin,Anticoagulant,5mg,Injection,Drugfield,5938,9441.28,205,83,BT231093,Emzor Pharmaceuticals,C3,2029-01-13
SKU01031,Enoxaparin,Anticoagulant,40mg,Tablet,Emzor,12250,15344.97,747,25,BT959232,May & Baker Nigeria,D2,2029-01-29
SKU01032,Cefixime,Antibiotic,125mg,Tablet,Swiss Pharma,16492,24327.56,579,28,BT317136,Drugfield Pharmaceuticals,B1,2029-07-24
SKU01033,Nitrofurantoin,General Medicine,100mg,Tablet,May & Baker,2623,3186.65,145,49,BT108962,Swiss Pharma Nigeria,D3,2027-08-14
SKU01034,Tadalafil,General Medicine,5mg,Tablet,Neimeth,5393,7392.11,170,23,BT431410,Emzor Pharmaceuticals,A2,2028-09-16
SKU01035,Pregabalin,Antiepileptic,200mg,Tablet,Drugfield,19906,22922.7,853,60,BT345662,May & Baker Nigeria,A1,2029-01-05
SKU01036,Lansoprazole,Antifungal,150mg,Capsule,Emzor,12293,15658.59,805,74,BT797083,Swiss Pharma Nigeria,C2,2028-08-18
SKU01037,Terbinafine,Antifungal,500mg,Cream,Pfizer,19438,23721.43,620,60,BT869555,Swiss Pharma Nigeria,C2,2027-10-16
SKU01038,Terbinafine,Antifungal,150mg,Cream,Neimeth,4331,5923.95,825,90,BT224261,Swiss Pharma Nigeria,D3,2028-09-21
SKU01039,Enalapril,Antihypertensive,25mg,Tablet,Neimeth,615,807.07,913,33,BT841821,Fidson Healthcare,C1,2028-03-29
SKU01040,Propranolol,Antihypertensive,2.5mg,Tablet,GSK,2155,3194.89,792,72,BT628626,Fidson Healthcare,D2,2027-02-03
SKU01041,Calcium Carbonate,General Medicine,10mg,Tablet,Evans,11613,16493.08,287,88,BT806433,Swiss Pharma Nigeria,A1,2028-03-29
SKU01042,Metoclopramide,General Medicine,5mg,Capsule,Emzor,4826,5760.61,636,95,BT768390,Evans Medical,C3,2029-07-11
SKU01043,Acetazolamide,General Medicine,10mg,Capsule,Neimeth,5168,7151.71,856,74,BT875659,Evans Medical,B2,2029-07-25
SKU01044,Ciprofloxacin,Antibiotic,125mg,Injection,Swiss Pharma,14497,23142.52,494,27,BT371961,Swiss Pharma Nigeria,D3,2029-06-08
SKU01045,Levofloxacin,Antibiotic,625mg,Injection,Drugfield,15947,21365.07,656,96,BT612380,May & Baker Nigeria,C1,2027-07-03
SKU01046,Dorzolamide,General Medicine,100mg,Capsule,Neimeth,16008,24676.73,955,65,BT382066,Swiss Pharma Nigeria,D3,2027-11-21
SKU01047,Mirtazapine,Psychiatric,100mg,Tablet,Evans,19385,30748.97,64,44,BT468742,Fidson Healthcare,C3,2030-06-05
SKU01048,Folic Acid,General Medicine,100mg,Capsule,Juhel,5090,7609.33,606,57,BT453219,Drugfield Pharmaceuticals,B2,2029-10-27
SKU01049,Cetirizine,Antihistamine,4mg,Tablet,Evans,3443,4073.88,627,90,BT633797,Evans Medical,B2,2029-01-19
SKU01050,Calcium Carbonate,General Medicine,5mg,Capsule,Emzor,4509,6381.36,543,67,BT926747,Swiss Pharma Nigeria,D3,2028-02-09
SKU01051,Dapagliflozin,Antidiabetic,25mg,Injection,Neimeth,10607,14792.37,324,47,BT912714,Fidson Healthcare,A3,2028-11-06
SKU01052,Ketoconazole,Antifungal,500mg,Tablet,Pfizer,19629,29801.84,16,53,BT674101,Emzor Pharmaceuticals,C2,2027-09-23
SKU01053,Pyrimethamine,Antimalarial,100mg,Injection,Drugfield,7926,11233.67,432,28,BT711875,Evans Medical,A2,2028-11-21
SKU01054,Dorzolamide,General Medicine,100mg,Tablet,Emzor,8206,11527.47,533,74,BT764810,Emzor Pharmaceuticals,A3,2029-07-07
SKU01055,Pioglitazone,Antidiabetic,1000mg,Tablet,GSK,959,1110.86,776,54,BT205451,Evans Medical,D2,2027-04-21
SKU01056,Diazepam,Psychiatric,5mg,Tablet,Drugfield,14396,22483.1,902,30,BT673367,Emzor Pharmaceuticals,D2,2029-10-09
SKU01057,Diclofenac,NSAID,200mg,Gel,Evans,15296,24162.36,666,84,BT128701,Fidson Healthcare,D2,2027-01-11
SKU01058,Rivaroxaban,Anticoagulant,5mg,Tablet,Emzor,19254,28935.94,592,90,BT687686,Fidson Healthcare,A1,2029-10-17
SKU01059,Diazepam,Psychiatric,100mg,Tablet,Juhel,1215,1464.65,666,35,BT772506,Drugfield Pharmaceuticals,D1,2028-06-18
SKU01060,Lansoprazole,Antifungal,150mg,Tablet,Neimeth,18181,28862.93,498,80,BT285813,May & Baker Nigeria,D2,2027-08-08
SKU01061,Vitamin B Complex,General Medicine,10mg,Capsule,Swiss Pharma,1882,2657.55,120,58,BT688614,Drugfield Pharmaceuticals,D2,2029-05-03
SKU01062,Ampicillin,Antibiotic,125mg,Tablet,Emzor,12489,17006.92,84,50,BT541744,May & Baker Nigeria,C2,2029-10-17
SKU01063,Hydralazine,Antihypertensive,10mg,Tablet,Fidson,19404,23656.53,848,61,BT761583,Fidson Healthcare,B1,2030-03-10
SKU01064,Losartan,Antihypertensive,10mg,Tablet,Fidson,2209,2957.3,799,98,BT131017,Emzor Pharmaceuticals,B3,2028-12-12
SKU01065,Azathioprine,General Medicine,50mg,Tablet,Drugfield,17656,21203.61,60,57,BT248370,Evans Medical,A2,2028-08-02
SKU01066,Fluconazole,Antifungal,500mg,Tablet,Evans,5659,7809.34,661,50,BT174395,Evans Medical,B2,2029-07-21
SKU01067,Risperidone,Psychiatric,100mg,Tablet,Evans,6130,9648.31,331,53,BT609632,Evans Medical,C3,2028-01-28
SKU01068,Chlorpheniramine,Antihistamine,4mg,Tablet,GSK,5622,6495.81,831,51,BT952065,Evans Medical,C2,2029-07-24
SKU01069,Citalopram,Psychiatric,25mg,Tablet,Emzor,13185,18063.02,851,42,BT239600,May & Baker Nigeria,B1,2030-03-03
SKU01070,Bisoprolol,Antihypertensive,2.5mg,Tablet,Drugfield,12060,15165.92,948,23,BT753203,Evans Medical,A3,2028-04-22
SKU01071,Rivastigmine,General Medicine,10mg,Tablet,Swiss Pharma,19349,28034.85,212,84,BT670697,Swiss Pharma Nigeria,B1,2028-09-12
SKU01072,Dapagliflozin,Antidiabetic,25mg,Injection,GSK,5662,8021.5,306,33,BT842728,Emzor Pharmaceuticals,D1,2027-05-21
SKU01073,Olanzapine,Psychiatric,100mg,Tablet,Neimeth,16231,22887.17,882,21,BT840619,Fidson Healthcare,B1,2029-09-24
SKU01074,Vancomycin,Antibiotic,500mg,Suspension,GSK,17247,21993.29,520,88,BT651623,Drugfield Pharmaceuticals,A3,2027-08-15
SKU01075,Ampicillin,Antibiotic,1g,Capsule,Juhel,543,625.79,865,97,BT514432,Evans Medical,D3,2027-06-03
SKU01076,Levothyroxine,General Medicine,25mg,Capsule,Drugfield,18518,25383.52,296,79,BT468060,May & Baker Nigeria,A3,2027-07-10
SKU01077,Morphine,Analgesic,1000mg,Tablet,Evans,6677,10583.82,979,25,BT150109,May & Baker Nigeria,D1,2028-10-08
SKU01078,Escitalopram,Psychiatric,5mg,Tablet,Evans,1917,3002.81,260,32,BT955650,Fidson Healthcare,A3,2028-08-16
SKU01079,Diclofenac,NSAID,200mg,Tablet,Neimeth,17194,24499.67,689,22,BT441127,Swiss Pharma Nigeria,D3,2030-02-02
SKU01080,Furosemide,Diuretic,25mg,Tablet,Drugfield,11842,15338.18,642,68,BT401398,Drugfield Pharmaceuticals,B3,2029-02-03
SKU01081,Magnesium Sulphate,General Medicine,50mg,Capsule,Neimeth,18157,22969.62,415,76,BT636967,Evans Medical,B1,2028-08-12
SKU01082,Acyclovir,Antiviral,500mg,Tablet,Drugfield,11852,16084.25,246,58,BT542371,Drugfield Pharmaceuticals,C1,2027-05-08
SKU01083,Diphenhydramine,Antihistamine,4mg,Syrup,Emzor,14974,22761.93,328,89,BT308842,May & Baker Nigeria,D1,2030-04-13
SKU01084,Cyclosporine,General Medicine,100mg,Tablet,GSK,19808,24241.01,424,68,BT534215,Drugfield Pharmaceuticals,A3,2029-07-15
SKU01085,Ondansetron,General Medicine,100mg,Capsule,Fidson,18078,23112.08,442,81,BT316051,Evans Medical,D2,2029-12-06
SKU01086,Diphenhydramine,Antihistamine,4mg,Tablet,Fidson,14284,22375.91,124,55,BT125433,Fidson Healthcare,D2,2027-08-23
SKU01087,Spironolactone,Diuretic,50mg,Tablet,Swiss Pharma,17026,25613.22,477,33,BT210214,Evans Medical,D2,2028-08-09
SKU01088,Rosuvastatin,Statin,10mg,Tablet,GSK,16160,19943.5,160,63,BT966207,Evans Medical,A2,2029-07-18
SKU01089,Aspirin,General Medicine,100mg,Capsule,Pfizer,12911,18262.69,514,87,BT850108,May & Baker Nigeria,C1,2030-05-10
SKU01090,Praziquantel,General Medicine,25mg,Capsule,Drugfield,7359,10382.53,474,35,BT123977,Emzor Pharmaceuticals,D2,2029-10-22
SKU01091,Azithromycin,Antibiotic,1g,Capsule,May & Baker,18369,23084.55,236,27,BT345555,Fidson Healthcare,C3,2030-06-12
SKU01092,Hydrocortisone,Corticosteroid,40mg,Cream,Fidson,8495,12900.3,262,65,BT897975,Drugfield Pharmaceuticals,C2,2030-01-05
SKU01093,Nitroglycerin,General Medicine,5mg,Capsule,Neimeth,12432,17608.55,206,46,BT397961,Evans Medical,D3,2027-05-08
SKU01094,Bupropion,Psychiatric,25mg,Tablet,Juhel,5738,8406.18,114,45,BT653274,Emzor Pharmaceuticals,D1,2029-05-23
SKU01095,Sulfasalazine,General Medicine,100mg,Tablet,Emzor,1805,2774.26,799,39,BT132033,Emzor Pharmaceuticals,C2,2027-07-15
SKU01096,Gabapentin,Antiepileptic,200mg,Capsule,May & Baker,17887,24411.73,32,65,BT728127,Swiss Pharma Nigeria,D2,2028-11-23
SKU01097,Olanzapine,Psychiatric,5mg,Tablet,Juhel,15502,18552.61,478,24,BT459827,Emzor Pharmaceuticals,D3,2027-12-13
SKU01098,Albendazole,Antifungal,500mg,Cream,May & Baker,876,1097.7,638,66,BT326702,Swiss Pharma Nigeria,A1,2026-12-03
SKU01099,Bupropion,Psychiatric,10mg,Tablet,Swiss Pharma,15019,21620.07,10,94,BT755239,Drugfield Pharmaceuticals,C2,2027-03-31
SKU01100,Ondansetron,General Medicine,25mg,Tablet,Pfizer,11427,13882.18,543,94,BT889385,Swiss Pharma Nigeria,B2,2026-11-11
SKU01101,Atenolol,Antihypertensive,25mg,Tablet,Evans,1106,1564.73,630,62,BT225694,Swiss Pharma Nigeria,A1,2029-10-21
SKU01102,Ropinirole,General Medicine,100mg,Capsule,Juhel,15036,18303.2,911,27,BT220252,Fidson Healthcare,A2,2027-10-04
SKU01103,Hydroxychloroquine,Antimalarial,200mg,Tablet,Emzor,8268,12044.61,74,86,BT154304,Evans Medical,D1,2029-06-03
SKU01104,Loratadine,Antihistamine,10mg,Tablet,Pfizer,19556,24458.34,603,31,BT966217,Emzor Pharmaceuticals,D1,2028-08-17
SKU01105,Venlafaxine,Psychiatric,50mg,Tablet,Swiss Pharma,12747,15496.47,868,50,BT338016,Emzor Pharmaceuticals,B3,2027-11-26
SKU01106,Azithromycin,Antibiotic,625mg,Capsule,Drugfield,6086,7729.35,385,66,BT574289,Swiss Pharma Nigeria,B2,2026-11-07
SKU01107,Linezolid,Antibiotic,1g,Capsule,Emzor,578,892.52,743,65,BT888678,Evans Medical,A3,2027-03-13
SKU01108,Salbutamol,Respiratory,2mg,Inhaler,Neimeth,10800,14261.79,62,99,BT406222,Swiss Pharma Nigeria,A1,2027-06-02
SKU01109,Terbutaline,Respiratory,2mg,Nebule,Swiss Pharma,15068,21879.96,645,20,BT380178,Drugfield Pharmaceuticals,A2,2028-03-08
SKU01110,Ropinirole,General Medicine,50mg,Capsule,Drugfield,4411,5933.26,351,69,BT627694,Emzor Pharmaceuticals,C3,2027-03-09
SKU01111,Tadalafil,General Medicine,5mg,Tablet,Pfizer,5596,6957.2,636,31,BT924380,Swiss Pharma Nigeria,D2,2028-02-09
SKU01112,Imipenem,Antibiotic,125mg,Tablet,Pfizer,19172,28183.49,132,29,BT950124,Fidson Healthcare,B1,2029-07-20
SKU01113,Atorvastatin,Statin,20mg,Tablet,May & Baker,16158,18623.45,588,79,BT146435,Swiss Pharma Nigeria,B2,2030-04-24
SKU01114,Fluoxetine,Psychiatric,100mg,Tablet,May & Baker,9411,12254.38,724,70,BT464696,Emzor Pharmaceuticals,A2,2027-12-29
SKU01115,Phenytoin,Antiepileptic,100mg,Capsule,Pfizer,1553,2402.37,938,66,BT240613,Swiss Pharma Nigeria,A2,2026-12-03
SKU01116,Ciprofloxacin,Antibiotic,625mg,Capsule,GSK,6632,8544.68,743,28,BT415484,Emzor Pharmaceuticals,A2,2027-07-01
SKU01117,Rosuvastatin,Statin,10mg,Tablet,Pfizer,1095,1730.87,996,51,BT165582,Fidson Healthcare,D2,2030-02-15
SKU01118,Atorvastatin,Statin,20mg,Tablet,Evans,14006,21158.26,877,91,BT848168,May & Baker Nigeria,A2,2029-01-24
SKU01119,Salbutamol,Respiratory,100mcg,Tablet,Neimeth,10352,14227.07,385,51,BT879620,Fidson Healthcare,A2,2028-09-06
SKU01120,Quinine,Antimalarial,50mg,Injection,Juhel,4496,7069.26,816,41,BT848014,Drugfield Pharmaceuticals,A3,2029-02-08
SKU01121,Cetirizine,Antihistamine,180mg,Tablet,Evans,4079,5363.99,187,61,BT341010,Fidson Healthcare,A1,2029-11-21
SKU01122,Metoclopramide,General Medicine,10mg,Capsule,Evans,11985,17912.9,228,25,BT894385,Evans Medical,C1,2027-09-16
